########################################################################################################################################################################################################
Check MTCNN_ROOT_DIR, current MTCNN_ROOT_DIR is - /
########################################################################################################################################################################################################
########################################################################################################################################################################################################
########################################################################################################################################################################################################
Prepare CelebA dataset for input.
Prepared CelebA dataset for input.
########################################################################################################################################################################################################
Generate a basic dataset i.e. PNet dataset.
Generated a basic dataset i.e. PNet dataset.
########################################################################################################################################################################################################
Train PNet.
2018-09-10 22:11:05.788329 - step - 3840 accuracy - 0.946188, class loss - 0.196523, bbox loss - 0.073931, landmark loss - 0.030195, L2 loss - 0.017259, lr - 0.010000 
2018-09-12 17:03:06.336793 - step - 1013760 accuracy - 0.976027, class loss - 0.062591, bbox loss - 0.043169, landmark loss - 0.006765, L2 loss - 0.018662, lr - 0.000010 
2018-09-12 17:08:52.014852 - step - 1017600 accuracy - 0.993174, class loss - 0.035087, bbox loss - 0.043807, landmark loss - 0.008606, L2 loss - 0.018660, lr - 0.000010 
2018-09-12 17:14:37.880987 - step - 1021440 accuracy - 0.989967, class loss - 0.064296, bbox loss - 0.043982, landmark loss - 0.007736, L2 loss - 0.018659, lr - 0.000010 
2018-09-12 17:20:23.916843 - step - 1025280 accuracy - 0.986395, class loss - 0.059041, bbox loss - 0.045665, landmark loss - 0.004845, L2 loss - 0.018658, lr - 0.000010 
2018-09-12 17:26:09.945885 - step - 1029120 accuracy - 0.955932, class loss - 0.133302, bbox loss - 0.053259, landmark loss - 0.010495, L2 loss - 0.018656, lr - 0.000010 
2018-09-12 17:31:56.027198 - step - 1032960 accuracy - 0.993031, class loss - 0.065771, bbox loss - 0.042032, landmark loss - 0.012229, L2 loss - 0.018655, lr - 0.000010 
2018-09-12 17:37:41.922508 - step - 1036800 accuracy - 0.959459, class loss - 0.124242, bbox loss - 0.039982, landmark loss - 0.006986, L2 loss - 0.018654, lr - 0.000010 
2018-09-12 17:43:27.904351 - step - 1040640 accuracy - 0.976271, class loss - 0.123504, bbox loss - 0.048356, landmark loss - 0.007928, L2 loss - 0.018653, lr - 0.000010 
2018-09-12 17:49:13.749334 - step - 1044480 accuracy - 0.959184, class loss - 0.156357, bbox loss - 0.041182, landmark loss - 0.011073, L2 loss - 0.018651, lr - 0.000010 
2018-09-12 17:54:59.681862 - step - 1048320 accuracy - 0.956376, class loss - 0.142355, bbox loss - 0.046701, landmark loss - 0.011067, L2 loss - 0.018650, lr - 0.000010 
2018-09-12 18:00:45.792649 - step - 1052160 accuracy - 0.979381, class loss - 0.077571, bbox loss - 0.053941, landmark loss - 0.008608, L2 loss - 0.018649, lr - 0.000010 
2018-09-12 18:06:31.861323 - step - 1056000 accuracy - 0.969388, class loss - 0.081610, bbox loss - 0.040570, landmark loss - 0.005507, L2 loss - 0.018648, lr - 0.000010 
2018-09-12 18:12:17.811217 - step - 1059840 accuracy - 0.953020, class loss - 0.182795, bbox loss - 0.039352, landmark loss - 0.004833, L2 loss - 0.018646, lr - 0.000010 
2018-09-12 18:18:03.452384 - step - 1063680 accuracy - 0.954861, class loss - 0.167436, bbox loss - 0.040100, landmark loss - 0.007182, L2 loss - 0.018645, lr - 0.000010 
2018-09-12 18:23:49.526983 - step - 1067520 accuracy - 0.972696, class loss - 0.119929, bbox loss - 0.047530, landmark loss - 0.004895, L2 loss - 0.018644, lr - 0.000010 
2018-09-12 18:29:36.191791 - step - 1071360 accuracy - 0.968966, class loss - 0.117008, bbox loss - 0.044350, landmark loss - 0.007840, L2 loss - 0.018643, lr - 0.000010 
2018-09-12 18:35:22.096379 - step - 1075200 accuracy - 0.965870, class loss - 0.143429, bbox loss - 0.053361, landmark loss - 0.003856, L2 loss - 0.018641, lr - 0.000010 
2018-09-12 18:41:08.072721 - step - 1079040 accuracy - 0.986254, class loss - 0.057995, bbox loss - 0.049959, landmark loss - 0.008933, L2 loss - 0.018640, lr - 0.000010 
2018-09-12 18:46:53.866481 - step - 1082880 accuracy - 0.982993, class loss - 0.097469, bbox loss - 0.038452, landmark loss - 0.005410, L2 loss - 0.018638, lr - 0.000010 
2018-09-12 18:52:39.810709 - step - 1086720 accuracy - 0.982699, class loss - 0.078815, bbox loss - 0.053156, landmark loss - 0.005823, L2 loss - 0.018637, lr - 0.000010 
2018-09-12 18:58:25.960973 - step - 1090560 accuracy - 0.941379, class loss - 0.215908, bbox loss - 0.044365, landmark loss - 0.006808, L2 loss - 0.018636, lr - 0.000010 
2018-09-12 19:04:12.249381 - step - 1094400 accuracy - 0.952055, class loss - 0.143006, bbox loss - 0.040348, landmark loss - 0.005732, L2 loss - 0.018634, lr - 0.000010 
2018-09-12 19:09:58.038932 - step - 1098240 accuracy - 0.986532, class loss - 0.056553, bbox loss - 0.043423, landmark loss - 0.008419, L2 loss - 0.018634, lr - 0.000010 
2018-09-12 19:15:43.851686 - step - 1102080 accuracy - 0.976667, class loss - 0.109738, bbox loss - 0.047526, landmark loss - 0.005082, L2 loss - 0.018632, lr - 0.000010 
2018-09-12 19:21:29.814981 - step - 1105920 accuracy - 0.996587, class loss - 0.034855, bbox loss - 0.050376, landmark loss - 0.006012, L2 loss - 0.018631, lr - 0.000010 
2018-09-12 19:27:15.795789 - step - 1109760 accuracy - 0.960133, class loss - 0.135885, bbox loss - 0.041065, landmark loss - 0.006578, L2 loss - 0.018630, lr - 0.000010 
2018-09-12 19:33:02.153407 - step - 1113600 accuracy - 0.969799, class loss - 0.071339, bbox loss - 0.051974, landmark loss - 0.015694, L2 loss - 0.018628, lr - 0.000010 
2018-09-12 19:38:47.998230 - step - 1117440 accuracy - 0.951219, class loss - 0.176957, bbox loss - 0.052328, landmark loss - 0.004305, L2 loss - 0.018627, lr - 0.000010 
2018-09-12 19:44:33.982268 - step - 1121280 accuracy - 0.986159, class loss - 0.047149, bbox loss - 0.047687, landmark loss - 0.014416, L2 loss - 0.018625, lr - 0.000010 
2018-09-12 19:50:20.073139 - step - 1125120 accuracy - 0.976271, class loss - 0.073951, bbox loss - 0.043143, landmark loss - 0.006083, L2 loss - 0.018624, lr - 0.000010 
2018-09-12 19:56:06.052325 - step - 1128960 accuracy - 0.979592, class loss - 0.066726, bbox loss - 0.043112, landmark loss - 0.014848, L2 loss - 0.018623, lr - 0.000010 
2018-09-12 20:01:52.499110 - step - 1132800 accuracy - 0.968966, class loss - 0.139810, bbox loss - 0.044685, landmark loss - 0.005521, L2 loss - 0.018622, lr - 0.000010 
2018-09-12 20:07:38.246964 - step - 1136640 accuracy - 0.989899, class loss - 0.055697, bbox loss - 0.053547, landmark loss - 0.004722, L2 loss - 0.018620, lr - 0.000010 
2018-09-12 20:13:24.194204 - step - 1140480 accuracy - 0.965870, class loss - 0.102240, bbox loss - 0.043672, landmark loss - 0.002919, L2 loss - 0.018619, lr - 0.000010 
2018-09-12 20:19:10.228706 - step - 1144320 accuracy - 0.969900, class loss - 0.087918, bbox loss - 0.040403, landmark loss - 0.006556, L2 loss - 0.018618, lr - 0.000010 
2018-09-12 20:24:56.097260 - step - 1148160 accuracy - 0.979730, class loss - 0.097724, bbox loss - 0.044897, landmark loss - 0.005103, L2 loss - 0.018616, lr - 0.000010 
2018-09-12 20:30:42.539245 - step - 1152000 accuracy - 0.989796, class loss - 0.074488, bbox loss - 0.044149, landmark loss - 0.006609, L2 loss - 0.018615, lr - 0.000010 
2018-09-12 20:36:28.468141 - step - 1155840 accuracy - 0.969072, class loss - 0.131434, bbox loss - 0.043422, landmark loss - 0.003497, L2 loss - 0.018614, lr - 0.000010 
2018-09-12 20:42:14.692076 - step - 1159680 accuracy - 0.979866, class loss - 0.113206, bbox loss - 0.045035, landmark loss - 0.005036, L2 loss - 0.018613, lr - 0.000010 
2018-09-12 20:48:00.682236 - step - 1163520 accuracy - 0.983278, class loss - 0.057700, bbox loss - 0.054986, landmark loss - 0.006666, L2 loss - 0.018611, lr - 0.000010 
2018-09-12 20:53:46.816964 - step - 1167360 accuracy - 0.986348, class loss - 0.054658, bbox loss - 0.040835, landmark loss - 0.007752, L2 loss - 0.018610, lr - 0.000010 
2018-09-12 20:59:33.080706 - step - 1171200 accuracy - 0.979094, class loss - 0.107063, bbox loss - 0.047284, landmark loss - 0.006647, L2 loss - 0.018609, lr - 0.000010 
2018-09-12 21:05:19.248498 - step - 1175040 accuracy - 0.976271, class loss - 0.093645, bbox loss - 0.045966, landmark loss - 0.005576, L2 loss - 0.018608, lr - 0.000010 
2018-09-12 21:11:05.212578 - step - 1178880 accuracy - 0.966216, class loss - 0.118611, bbox loss - 0.043994, landmark loss - 0.004857, L2 loss - 0.018606, lr - 0.000010 
2018-09-12 21:16:51.025598 - step - 1182720 accuracy - 0.986532, class loss - 0.062113, bbox loss - 0.043059, landmark loss - 0.005540, L2 loss - 0.018605, lr - 0.000010 
2018-09-12 21:22:36.889302 - step - 1186560 accuracy - 0.983278, class loss - 0.071105, bbox loss - 0.049568, landmark loss - 0.005387, L2 loss - 0.018604, lr - 0.000010 
2018-09-12 21:28:22.886316 - step - 1190400 accuracy - 0.972973, class loss - 0.075089, bbox loss - 0.054991, landmark loss - 0.008659, L2 loss - 0.018603, lr - 0.000010 
2018-09-12 21:34:08.902254 - step - 1194240 accuracy - 0.962963, class loss - 0.119191, bbox loss - 0.047419, landmark loss - 0.003502, L2 loss - 0.018602, lr - 0.000010 
2018-09-12 21:39:54.880024 - step - 1198080 accuracy - 0.982877, class loss - 0.083993, bbox loss - 0.042645, landmark loss - 0.009074, L2 loss - 0.018600, lr - 0.000010 
2018-09-12 21:45:41.336918 - step - 1201920 accuracy - 0.982877, class loss - 0.071970, bbox loss - 0.051225, landmark loss - 0.007297, L2 loss - 0.018599, lr - 0.000010 
2018-09-12 21:51:27.269461 - step - 1205760 accuracy - 0.963087, class loss - 0.111725, bbox loss - 0.040546, landmark loss - 0.007279, L2 loss - 0.018598, lr - 0.000010 
2018-09-12 21:57:13.330153 - step - 1209600 accuracy - 0.959044, class loss - 0.126620, bbox loss - 0.043868, landmark loss - 0.009656, L2 loss - 0.018596, lr - 0.000010 
2018-09-12 22:02:59.745789 - step - 1213440 accuracy - 0.986395, class loss - 0.046489, bbox loss - 0.048160, landmark loss - 0.009702, L2 loss - 0.018595, lr - 0.000010 
2018-09-12 22:08:45.639587 - step - 1217280 accuracy - 0.973154, class loss - 0.112862, bbox loss - 0.054184, landmark loss - 0.003488, L2 loss - 0.018594, lr - 0.000010 
2018-09-12 22:14:31.534313 - step - 1221120 accuracy - 0.969799, class loss - 0.114820, bbox loss - 0.042733, landmark loss - 0.005760, L2 loss - 0.018592, lr - 0.000010 
2018-09-12 22:20:17.616873 - step - 1224960 accuracy - 0.956081, class loss - 0.140124, bbox loss - 0.043995, landmark loss - 0.003757, L2 loss - 0.018591, lr - 0.000010 
2018-09-12 22:26:03.505179 - step - 1228800 accuracy - 0.972414, class loss - 0.100784, bbox loss - 0.044827, landmark loss - 0.007937, L2 loss - 0.018590, lr - 0.000010 
2018-09-12 22:31:49.592755 - step - 1232640 accuracy - 0.948805, class loss - 0.211750, bbox loss - 0.045535, landmark loss - 0.006520, L2 loss - 0.018589, lr - 0.000010 
2018-09-12 22:37:35.549074 - step - 1236480 accuracy - 0.975862, class loss - 0.099563, bbox loss - 0.049852, landmark loss - 0.008355, L2 loss - 0.018588, lr - 0.000010 
2018-09-12 22:43:21.507191 - step - 1240320 accuracy - 0.979798, class loss - 0.069790, bbox loss - 0.043549, landmark loss - 0.005913, L2 loss - 0.018586, lr - 0.000010 
2018-09-12 22:49:07.781673 - step - 1244160 accuracy - 0.989796, class loss - 0.078206, bbox loss - 0.043247, landmark loss - 0.004827, L2 loss - 0.018585, lr - 0.000010 
2018-09-12 22:54:53.692681 - step - 1248000 accuracy - 0.966102, class loss - 0.159202, bbox loss - 0.041498, landmark loss - 0.004722, L2 loss - 0.018584, lr - 0.000010 
2018-09-12 23:00:39.764037 - step - 1251840 accuracy - 0.979730, class loss - 0.073116, bbox loss - 0.039868, landmark loss - 0.007002, L2 loss - 0.018583, lr - 0.000010 
2018-09-12 23:06:26.749051 - step - 1255680 accuracy - 0.966102, class loss - 0.133598, bbox loss - 0.041416, landmark loss - 0.006320, L2 loss - 0.018582, lr - 0.000010 
2018-09-12 23:12:12.791621 - step - 1259520 accuracy - 0.969388, class loss - 0.168310, bbox loss - 0.035590, landmark loss - 0.005565, L2 loss - 0.018580, lr - 0.000010 
2018-09-12 23:17:58.541766 - step - 1263360 accuracy - 0.956229, class loss - 0.173632, bbox loss - 0.047288, landmark loss - 0.009838, L2 loss - 0.018579, lr - 0.000010 
2018-09-12 23:23:44.633993 - step - 1267200 accuracy - 0.976271, class loss - 0.090277, bbox loss - 0.050296, landmark loss - 0.006823, L2 loss - 0.018578, lr - 0.000010 
2018-09-12 23:29:30.665249 - step - 1271040 accuracy - 0.996633, class loss - 0.033356, bbox loss - 0.044042, landmark loss - 0.004441, L2 loss - 0.018576, lr - 0.000010 
2018-09-12 23:35:16.704090 - step - 1274880 accuracy - 0.972696, class loss - 0.099961, bbox loss - 0.039517, landmark loss - 0.005149, L2 loss - 0.018575, lr - 0.000010 
2018-09-12 23:41:02.891541 - step - 1278720 accuracy - 0.986159, class loss - 0.072763, bbox loss - 0.045680, landmark loss - 0.005335, L2 loss - 0.018574, lr - 0.000010 
2018-09-12 23:46:48.731070 - step - 1282560 accuracy - 0.979522, class loss - 0.069136, bbox loss - 0.045283, landmark loss - 0.005835, L2 loss - 0.018573, lr - 0.000010 
RNet - network is trained and weights are generated at ../data/models/mtcnn/train
Trained RNet.
########################################################################################################################################################################################################
Generate a hard dataset i.e. ONet dataset.
Generated a hard dataset i.e. ONet dataset.
########################################################################################################################################################################################################
Train ONet.
2018-09-13 02:33:01.614626 - step - 3840 accuracy - 0.948630, class loss - 0.181845, bbox loss - 0.051446, landmark loss - 0.007670, L2 loss - 0.041228, lr - 0.010000 
2018-09-13 02:45:37.343126 - step - 7680 accuracy - 0.949664, class loss - 0.162070, bbox loss - 0.050847, landmark loss - 0.004511, L2 loss - 0.035160, lr - 0.010000 
2018-09-13 02:58:15.484230 - step - 11520 accuracy - 0.962963, class loss - 0.138317, bbox loss - 0.057552, landmark loss - 0.004933, L2 loss - 0.031575, lr - 0.010000 
2018-09-13 03:10:52.741277 - step - 15360 accuracy - 0.953333, class loss - 0.145876, bbox loss - 0.060809, landmark loss - 0.003941, L2 loss - 0.029333, lr - 0.010000 
2018-09-13 03:23:27.959716 - step - 19200 accuracy - 0.968750, class loss - 0.099058, bbox loss - 0.047912, landmark loss - 0.016349, L2 loss - 0.028254, lr - 0.010000 
2018-09-13 03:36:05.307858 - step - 23040 accuracy - 0.972696, class loss - 0.118656, bbox loss - 0.042919, landmark loss - 0.005312, L2 loss - 0.027692, lr - 0.010000 
2018-09-13 03:49:32.828438 - step - 26880 accuracy - 0.959044, class loss - 0.134796, bbox loss - 0.043316, landmark loss - 0.003630, L2 loss - 0.027495, lr - 0.010000 
2018-09-13 04:02:10.001161 - step - 30720 accuracy - 0.965157, class loss - 0.081254, bbox loss - 0.046605, landmark loss - 0.005120, L2 loss - 0.027552, lr - 0.010000 
2018-09-13 04:14:47.474151 - step - 34560 accuracy - 0.979239, class loss - 0.093678, bbox loss - 0.051631, landmark loss - 0.003470, L2 loss - 0.027703, lr - 0.010000 
2018-09-13 04:27:24.717650 - step - 38400 accuracy - 0.962329, class loss - 0.106845, bbox loss - 0.046645, landmark loss - 0.003070, L2 loss - 0.027964, lr - 0.010000 
2018-09-13 04:40:01.076651 - step - 42240 accuracy - 0.955479, class loss - 0.151262, bbox loss - 0.055442, landmark loss - 0.004141, L2 loss - 0.028203, lr - 0.010000 
2018-09-13 04:52:37.615154 - step - 46080 accuracy - 0.972125, class loss - 0.109608, bbox loss - 0.050770, landmark loss - 0.002995, L2 loss - 0.028437, lr - 0.010000 
2018-09-13 05:05:13.284999 - step - 49920 accuracy - 0.979866, class loss - 0.062886, bbox loss - 0.051397, landmark loss - 0.006708, L2 loss - 0.028712, lr - 0.010000 
2018-09-13 05:17:49.041151 - step - 53760 accuracy - 0.976027, class loss - 0.099482, bbox loss - 0.039423, landmark loss - 0.003705, L2 loss - 0.028927, lr - 0.010000 
2018-09-13 05:30:25.452881 - step - 57600 accuracy - 0.976109, class loss - 0.111075, bbox loss - 0.047193, landmark loss - 0.005675, L2 loss - 0.029223, lr - 0.010000 
2018-09-13 05:43:01.405760 - step - 61440 accuracy - 0.983051, class loss - 0.064896, bbox loss - 0.050634, landmark loss - 0.004264, L2 loss - 0.029387, lr - 0.010000 
2018-09-13 05:55:38.325659 - step - 65280 accuracy - 0.976027, class loss - 0.096193, bbox loss - 0.052849, landmark loss - 0.004962, L2 loss - 0.029482, lr - 0.010000 
2018-09-13 06:08:14.707026 - step - 69120 accuracy - 0.982699, class loss - 0.067232, bbox loss - 0.046361, landmark loss - 0.004250, L2 loss - 0.029699, lr - 0.010000 
2018-09-13 06:20:51.680980 - step - 72960 accuracy - 0.972603, class loss - 0.098194, bbox loss - 0.045178, landmark loss - 0.004877, L2 loss - 0.029778, lr - 0.010000 
2018-09-13 06:33:28.682993 - step - 76800 accuracy - 0.989726, class loss - 0.058957, bbox loss - 0.059093, landmark loss - 0.003937, L2 loss - 0.029937, lr - 0.010000 
2018-09-13 06:46:06.125337 - step - 80640 accuracy - 0.969178, class loss - 0.096656, bbox loss - 0.045417, landmark loss - 0.003398, L2 loss - 0.029948, lr - 0.010000 
2018-09-13 06:58:42.669927 - step - 84480 accuracy - 0.982206, class loss - 0.096605, bbox loss - 0.049493, landmark loss - 0.003156, L2 loss - 0.030027, lr - 0.010000 
2018-09-13 07:11:17.240939 - step - 88320 accuracy - 0.962199, class loss - 0.117153, bbox loss - 0.048862, landmark loss - 0.034977, L2 loss - 0.030264, lr - 0.010000 
2018-09-13 07:23:54.543380 - step - 92160 accuracy - 0.955326, class loss - 0.150938, bbox loss - 0.054312, landmark loss - 0.003265, L2 loss - 0.030349, lr - 0.010000 
2018-09-13 07:36:30.256080 - step - 96000 accuracy - 0.965517, class loss - 0.114388, bbox loss - 0.045234, landmark loss - 0.003363, L2 loss - 0.030314, lr - 0.010000 
2018-09-13 07:49:07.386972 - step - 99840 accuracy - 0.965278, class loss - 0.119874, bbox loss - 0.049007, landmark loss - 0.003725, L2 loss - 0.030316, lr - 0.010000 
2018-09-13 08:01:44.610808 - step - 103680 accuracy - 0.969799, class loss - 0.104835, bbox loss - 0.044343, landmark loss - 0.004651, L2 loss - 0.030480, lr - 0.010000 
2018-09-13 08:14:21.819168 - step - 107520 accuracy - 0.972125, class loss - 0.131829, bbox loss - 0.052353, landmark loss - 0.003342, L2 loss - 0.030556, lr - 0.010000 
2018-09-13 08:26:58.499137 - step - 111360 accuracy - 0.972509, class loss - 0.096345, bbox loss - 0.058142, landmark loss - 0.003455, L2 loss - 0.030632, lr - 0.010000 
2018-09-13 08:39:34.891251 - step - 115200 accuracy - 0.969283, class loss - 0.140233, bbox loss - 0.034899, landmark loss - 0.003198, L2 loss - 0.030671, lr - 0.010000 
2018-09-13 08:52:10.777871 - step - 119040 accuracy - 0.972318, class loss - 0.113322, bbox loss - 0.049474, landmark loss - 0.005640, L2 loss - 0.030523, lr - 0.010000 
2018-09-13 09:04:46.687847 - step - 122880 accuracy - 0.956989, class loss - 0.125016, bbox loss - 0.052908, landmark loss - 0.004975, L2 loss - 0.030579, lr - 0.010000 
2018-09-13 09:17:23.540031 - step - 126720 accuracy - 0.976351, class loss - 0.110208, bbox loss - 0.043332, landmark loss - 0.006577, L2 loss - 0.030673, lr - 0.010000 
2018-09-13 09:29:59.730249 - step - 130560 accuracy - 0.969697, class loss - 0.102851, bbox loss - 0.039771, landmark loss - 0.002235, L2 loss - 0.030665, lr - 0.010000 
2018-09-13 09:42:37.180883 - step - 134400 accuracy - 0.976109, class loss - 0.075032, bbox loss - 0.043154, landmark loss - 0.004724, L2 loss - 0.030634, lr - 0.010000 
2018-09-13 09:55:13.681580 - step - 138240 accuracy - 0.964413, class loss - 0.152788, bbox loss - 0.049636, landmark loss - 0.003601, L2 loss - 0.030658, lr - 0.010000 
2018-09-13 10:07:50.538414 - step - 142080 accuracy - 0.972414, class loss - 0.108088, bbox loss - 0.056748, landmark loss - 0.005663, L2 loss - 0.030584, lr - 0.010000 
2018-09-13 10:20:26.464224 - step - 145920 accuracy - 0.968421, class loss - 0.117504, bbox loss - 0.056953, landmark loss - 0.002831, L2 loss - 0.030606, lr - 0.010000 
2018-09-13 10:33:02.494710 - step - 149760 accuracy - 0.983108, class loss - 0.068617, bbox loss - 0.049256, landmark loss - 0.002607, L2 loss - 0.030696, lr - 0.010000 
2018-09-13 10:45:39.753456 - step - 153600 accuracy - 0.972881, class loss - 0.092202, bbox loss - 0.054920, landmark loss - 0.002606, L2 loss - 0.030657, lr - 0.010000 
2018-09-13 10:58:16.972916 - step - 157440 accuracy - 0.965986, class loss - 0.132004, bbox loss - 0.052029, landmark loss - 0.005219, L2 loss - 0.030651, lr - 0.010000 
2018-09-13 11:10:54.221334 - step - 161280 accuracy - 0.963816, class loss - 0.167620, bbox loss - 0.037905, landmark loss - 0.003059, L2 loss - 0.030681, lr - 0.010000 
2018-09-13 11:23:29.419958 - step - 165120 accuracy - 0.976351, class loss - 0.090896, bbox loss - 0.035980, landmark loss - 0.003234, L2 loss - 0.030641, lr - 0.010000 
2018-09-13 11:36:06.300034 - step - 168960 accuracy - 0.976510, class loss - 0.083621, bbox loss - 0.054799, landmark loss - 0.002777, L2 loss - 0.030671, lr - 0.010000 
2018-09-13 11:48:43.736787 - step - 172800 accuracy - 0.973064, class loss - 0.077088, bbox loss - 0.045283, landmark loss - 0.002145, L2 loss - 0.030604, lr - 0.010000 
2018-09-13 12:01:20.945594 - step - 176640 accuracy - 0.968966, class loss - 0.109002, bbox loss - 0.045425, landmark loss - 0.003479, L2 loss - 0.030663, lr - 0.010000 
2018-09-13 12:13:57.230612 - step - 180480 accuracy - 0.965753, class loss - 0.122585, bbox loss - 0.047807, landmark loss - 0.002494, L2 loss - 0.030791, lr - 0.010000 
2018-09-13 12:26:32.297739 - step - 184320 accuracy - 0.959044, class loss - 0.113098, bbox loss - 0.048715, landmark loss - 0.004228, L2 loss - 0.030650, lr - 0.010000 
2018-09-13 12:39:07.695582 - step - 188160 accuracy - 0.976351, class loss - 0.091566, bbox loss - 0.041250, landmark loss - 0.005231, L2 loss - 0.030710, lr - 0.010000 
2018-09-13 12:51:43.542043 - step - 192000 accuracy - 0.979592, class loss - 0.086821, bbox loss - 0.039687, landmark loss - 0.003820, L2 loss - 0.030758, lr - 0.010000 
2018-09-13 13:04:19.696870 - step - 195840 accuracy - 0.986441, class loss - 0.075453, bbox loss - 0.031623, landmark loss - 0.006492, L2 loss - 0.030822, lr - 0.010000 
2018-09-13 13:16:56.690231 - step - 199680 accuracy - 0.966216, class loss - 0.108748, bbox loss - 0.046094, landmark loss - 0.002637, L2 loss - 0.030881, lr - 0.010000 
2018-09-13 13:29:33.344751 - step - 203520 accuracy - 0.979094, class loss - 0.076746, bbox loss - 0.049232, landmark loss - 0.004375, L2 loss - 0.030846, lr - 0.010000 
2018-09-13 13:42:10.077489 - step - 207360 accuracy - 0.976589, class loss - 0.089826, bbox loss - 0.041280, landmark loss - 0.005110, L2 loss - 0.030817, lr - 0.010000 
2018-09-13 13:54:46.947925 - step - 211200 accuracy - 0.961938, class loss - 0.115046, bbox loss - 0.054032, landmark loss - 0.007680, L2 loss - 0.030733, lr - 0.010000 
2018-09-13 14:07:23.423828 - step - 215040 accuracy - 0.972696, class loss - 0.112996, bbox loss - 0.054017, landmark loss - 0.004884, L2 loss - 0.030694, lr - 0.010000 
2018-09-13 14:20:00.897695 - step - 218880 accuracy - 0.979522, class loss - 0.050119, bbox loss - 0.050484, landmark loss - 0.004783, L2 loss - 0.030717, lr - 0.010000 
2018-09-13 14:32:36.719865 - step - 222720 accuracy - 0.959459, class loss - 0.125491, bbox loss - 0.040221, landmark loss - 0.056906, L2 loss - 0.030691, lr - 0.010000 
2018-09-13 14:45:14.134331 - step - 226560 accuracy - 0.983051, class loss - 0.082209, bbox loss - 0.048787, landmark loss - 0.003688, L2 loss - 0.030826, lr - 0.010000 
2018-09-13 14:57:49.762826 - step - 230400 accuracy - 0.983333, class loss - 0.060472, bbox loss - 0.033975, landmark loss - 0.002507, L2 loss - 0.030827, lr - 0.010000 
2018-09-13 15:10:26.553078 - step - 234240 accuracy - 0.979730, class loss - 0.073867, bbox loss - 0.047856, landmark loss - 0.003332, L2 loss - 0.030797, lr - 0.010000 
2018-09-13 15:23:03.610692 - step - 238080 accuracy - 0.972603, class loss - 0.125944, bbox loss - 0.038792, landmark loss - 0.003729, L2 loss - 0.030757, lr - 0.010000 
2018-09-13 15:35:41.769524 - step - 241920 accuracy - 0.976271, class loss - 0.077424, bbox loss - 0.040260, landmark loss - 0.003682, L2 loss - 0.030779, lr - 0.010000 
2018-09-13 15:48:19.570153 - step - 245760 accuracy - 0.959322, class loss - 0.106311, bbox loss - 0.059986, landmark loss - 0.002997, L2 loss - 0.030698, lr - 0.010000 
2018-09-13 16:00:56.797090 - step - 249600 accuracy - 0.979452, class loss - 0.079252, bbox loss - 0.040988, landmark loss - 0.004160, L2 loss - 0.030679, lr - 0.010000 
2018-09-13 16:13:32.383043 - step - 253440 accuracy - 0.958333, class loss - 0.110081, bbox loss - 0.040256, landmark loss - 0.004691, L2 loss - 0.030793, lr - 0.010000 
2018-09-13 16:26:10.349120 - step - 257280 accuracy - 0.972696, class loss - 0.133401, bbox loss - 0.041186, landmark loss - 0.004403, L2 loss - 0.030661, lr - 0.010000 
2018-09-13 16:38:46.274342 - step - 261120 accuracy - 0.978799, class loss - 0.097341, bbox loss - 0.050327, landmark loss - 0.003172, L2 loss - 0.030721, lr - 0.010000 
2018-09-13 16:51:24.250782 - step - 264960 accuracy - 0.993197, class loss - 0.059122, bbox loss - 0.045008, landmark loss - 0.003698, L2 loss - 0.030803, lr - 0.010000 
2018-09-13 17:03:59.621986 - step - 268800 accuracy - 0.975524, class loss - 0.104779, bbox loss - 0.052046, landmark loss - 0.002759, L2 loss - 0.030751, lr - 0.010000 
2018-09-13 17:16:35.467328 - step - 272640 accuracy - 0.972318, class loss - 0.100652, bbox loss - 0.048411, landmark loss - 0.003390, L2 loss - 0.030839, lr - 0.010000 
2018-09-13 17:29:11.129877 - step - 276480 accuracy - 0.979592, class loss - 0.094305, bbox loss - 0.035313, landmark loss - 0.002218, L2 loss - 0.030942, lr - 0.010000 
2018-09-13 17:41:46.840646 - step - 280320 accuracy - 0.982993, class loss - 0.068410, bbox loss - 0.036128, landmark loss - 0.003636, L2 loss - 0.030870, lr - 0.010000 
2018-09-13 17:54:25.084194 - step - 284160 accuracy - 0.989967, class loss - 0.070114, bbox loss - 0.048518, landmark loss - 0.001975, L2 loss - 0.030817, lr - 0.010000 
2018-09-13 18:07:01.274225 - step - 288000 accuracy - 0.969492, class loss - 0.137420, bbox loss - 0.045127, landmark loss - 0.003104, L2 loss - 0.030843, lr - 0.010000 
2018-09-13 18:19:37.733993 - step - 291840 accuracy - 0.969697, class loss - 0.122350, bbox loss - 0.036845, landmark loss - 0.005714, L2 loss - 0.030759, lr - 0.010000 
2018-09-13 18:32:13.909737 - step - 295680 accuracy - 0.976431, class loss - 0.090072, bbox loss - 0.047833, landmark loss - 0.002316, L2 loss - 0.030839, lr - 0.010000 
2018-09-13 18:44:50.199630 - step - 299520 accuracy - 0.979661, class loss - 0.075496, bbox loss - 0.045244, landmark loss - 0.002347, L2 loss - 0.030828, lr - 0.010000 
2018-09-13 18:57:27.479933 - step - 303360 accuracy - 0.968966, class loss - 0.081699, bbox loss - 0.040883, landmark loss - 0.003065, L2 loss - 0.030850, lr - 0.010000 
